145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145,130
145.22,129.75
145.54,129.37
145.87,128.99
146.2,128.62
146.53,128.24
146.85,127.86
147.18,127.48
147.51,127.1
147.84,126.73
148.16,126.35
148.49,125.97
148.82,125.59
149.14,125.21
149.47,124.84
149.8,124.46
150.13,124.08
150.45,123.7
150.78,123.32
151.11,122.95
151.44,122.57
151.76,122.19
152.09,121.81
152.42,121.43
152.74,121.06
153.07,120.68
153.4,120.3
153.73,119.92
154.05,119.54
154.38,119.17
154.71,118.79
155.04,118.41
155.36,118.03
155.69,117.65
156.02,117.28
156.34,116.9
156.67,116.52
157,116.14
157.33,115.76
157.65,115.39
157.98,115.01
158.31,114.63
158.64,114.25
158.96,113.87
159.29,113.5
159.62,113.12
159.94,112.74
160.27,112.36
160.6,111.98
160.93,111.61
161.25,111.23
161.58,110.85
161.91,110.47
162.24,110.1
162.56,109.72
162.89,109.34
163.22,108.96
163.55,108.58
163.87,108.2
164.2,107.83
164.53,107.45
164.85,107.07
165.18,106.69
165.51,106.31
165.84,105.94
166.16,105.56
166.49,105.18
166.82,104.8
167.15,104.42
167.47,104.05
167.8,103.67
168.13,103.29
168.46,102.91
168.78,102.53
169.11,102.16
169.44,101.78
169.76,101.4
170.09,101.02
170.42,100.65
170.75,100.27
171.07,99.889
171.4,99.511
171.73,99.133
172.06,98.755
172.38,98.377
172.71,97.999
173.04,97.621
173.36,97.243
173.69,96.865
174.02,96.487
174.35,96.109
174.67,95.731
175,95.353
175.33,94.975
175.66,94.597
175.98,94.219
176.31,93.841
176.64,93.463
176.97,93.085
177.29,92.707
177.62,92.329
177.95,91.951
178.27,91.573
178.6,91.195
178.93,90.817
179.26,90.439
179.58,90.061
179.91,89.683
180.24,89.305
180.56,88.927
180.89,88.549
181.22,88.171
181.55,87.793
181.87,87.415
182.2,87.037
182.53,86.659
182.86,86.281
183.18,85.903
183.51,85.525
183.84,85.147
184.16,84.769
184.49,84.391
184.82,84.013
185.15,83.635
185.47,83.257
185.8,82.879
186.13,82.502
186.46,82.124
186.78,81.746
187.11,81.368
187.44,80.99
187.77,80.612
188.09,80.234
188.42,79.856
188.75,79.478
189.07,79.1
189.4,78.722
189.73,78.344
190.06,77.966
190.38,77.588
190.71,77.21
191.04,76.832
191.37,76.454
191.69,76.076
192.02,75.698
192.35,75.32
192.67,74.942
193,74.564
193.33,74.186
193.66,73.808
193.98,73.43
194.31,73.052
194.64,72.674
194.97,72.296
195.29,71.918
195.62,71.54
195.95,71.162
196.28,70.784
196.6,70.406
196.93,70.028
197.26,69.65
197.59,69.272
197.91,68.894
198.24,68.516
198.57,68.138
198.89,67.76
199.22,67.382
199.55,67.004
199.88,66.626
200.2,66.248
200.53,65.87
200.86,65.492
201.19,65.114
201.51,64.736
201.84,64.358
202.17,63.98
202.49,63.602
202.82,63.224
203.15,62.846
203.48,62.468
203.8,62.09
204.13,61.712
204.46,61.334
204.78,60.956
205.11,60.578
205.44,60.2
205.77,59.822
206.09,59.444
206.42,59.066
206.75,58.688
207.08,58.31
207.4,57.932
207.73,57.554
208.06,57.176
208.38,56.798
208.71,56.42
209.04,56.042
209.37,55.664
209.7,55.286
210.02,54.908
210.35,54.53
210.68,54.152
211,53.774
211.33,53.396
211.66,53.018
211.99,52.64
212.31,52.263
212.64,51.885
212.97,51.507
213.3,51.129
213.62,50.75
213.95,50.372
214.28,49.994
214.6,49.617
214.93,49.239
215.26,48.861
215.59,48.483
215.91,48.105
216.24,47.727
216.57,47.349
216.9,46.971
217.22,46.593
217.55,46.215
217.88,45.837
218.2,45.459
218.53,45.081
218.86,44.703
219.19,44.325
219.51,43.947
219.84,43.569
220.17,43.191
220.5,42.813
220.82,42.435
221.15,42.057
221.48,41.679
221.8,41.301
222.13,40.923
222.46,40.545
222.79,40.167
223.11,39.789
223.44,39.411
223.77,39.033
224.1,38.655
224.42,38.277
224.75,37.899
225.08,37.521
225.41,37.143
225.73,36.765
226.06,36.387
226.39,36.009
226.71,35.631
227.04,35.253
227.37,34.875
227.7,34.497
228.02,34.119
228.35,33.741
228.68,33.363
229,32.985
229.33,32.607
229.66,32.229
229.99,31.851
230.31,31.473
230.64,31.095
230.97,30.717
231.3,30.339
231.62,29.961
231.95,29.583
232.28,29.205
232.61,28.827
232.93,28.449
233.26,28.071
233.59,27.693
233.92,27.315
234.24,26.937
234.57,26.559
234.9,26.181
235.01,26.053
235.01,26.053
235.22,25.803
235.55,25.425
235.88,25.047
236.21,24.669
236.53,24.291
236.86,23.913
237.19,23.535
237.52,23.157
237.84,22.779
238.17,22.401
238.5,22.023
238.82,21.646
239.15,21.268
239.48,20.889
239.81,20.511
240.13,20.133
240.46,19.756
240.57,19.628
240.57,19.628
240.79,19.378
241.12,19
241.44,18.622
241.77,18.244
242.1,17.866
242.42,17.488
242.75,17.11
243.08,16.732
243.41,16.354
243.73,15.976
244.06,15.598
244.39,15.22
244.72,14.842
245.04,14.464
245.37,14.086
245.48,13.958
245.48,13.958
245.7,13.708
246.02,13.33
246.35,12.952
246.68,12.574
247.01,12.196
247.33,11.818
247.66,11.44
247.99,11.062
248.32,10.684
248.64,10.306
248.97,9.9278
249.3,9.5498
249.62,9.1719
249.95,8.7939
250.06,8.666
250.06,8.666
250.06,8.666
250.06,8.666
250.06,8.666
250.06,8.666
250.06,8.666
250.06,8.666
250.06,8.666
250.06,8.666
250.33,8.4677
250.73,8.1679
251.13,7.8682
251.53,7.5684
251.93,7.2687
252.33,6.9689
252.73,6.6692
253.13,6.3695
253.53,6.0697
253.93,5.77
254.33,5.4702
254.73,5.1705
255.13,4.8707
255.27,4.7693
255.27,4.7693
255.27,4.7693
255.27,4.7693
255.27,4.7693
255.27,4.7693
255.27,4.7693
255.27,4.7693
255.53,4.571
255.93,4.2713
256.33,3.9715
256.73,3.6718
257.13,3.372
257.53,3.0723
257.93,2.7725
258.33,2.4728
258.73,2.1731
259.13,1.8733
259.53,1.5736
259.93,1.2738
260.33,0.97409
260.73,0.67435
261.13,0.37461
261.53,0.074865
261.93,-0.22488
